	pmid	Title	Abstract
745	33324175	Multimodal Imaging and Analysis of the Neuroanatomical Organization of the Primary Olfactory Inputs in the Brownbanded Bamboo Shark, Chiloscyllium punctatum.	There is currently a limited understanding of the morphological and functional organization of the olfactory system in cartilaginous fishes, particularly when compared to bony fishes and terrestrial vertebrates. In this fish group, there is a clear paucity of information on the characterization, density, and distribution of olfactory receptor neurons (ORNs) within the sensory olfactory epithelium lining the paired olfactory rosettes, and their functional implications with respect to the hydrodynamics of incurrent water flow into the nares. This imaging study examines the brownbanded bamboo shark 
746	33323719	High-Impact Practices in a Care of the Older Adult Nursing Course.	"Active teaching strategies utilizing high-impact practices to encourage integration of learned material and creative thinking were incorporated into a ""care of the older adult"" course in a baccalaureate nursing program. The ""Shark Tank"" assignment requires small groups of students to develop and present an innovation that improves the quality of life for older adults; the class peer reviews the project using a rubric. The ""brown bag"" assignment requires students to meet with an older adult in their home to conduct a medication reconciliation and teaching session. Both assignments received positive feedback from students in anonymous course evaluations."
747	33323087	Evolutionary fine-tuning of background-matching camouflage among geographical populations in the sandy beach tiger beetle.	Background-matching camouflage is a widespread adaptation in animals; however, few studies have thoroughly examined its evolutionary process and consequences. The tiger beetle 
748	33322308	Assessment of Machine Learning Models to Identify Port Jackson Shark Behaviours Using Tri-Axial Accelerometers.	Movement ecology has traditionally focused on the movements of animals over large time scales, but, with advancements in sensor technology, the focus can become increasingly fine scale. Accelerometers are commonly applied to quantify animal behaviours and can elucidate fine-scale (<2 s) behaviours. Machine learning methods are commonly applied to animal accelerometry data; however, they require the trial of multiple methods to find an ideal solution. We used tri-axial accelerometers (10 Hz) to quantify four behaviours in Port Jackson sharks (
749	33317696	The developmental relationship between teeth and dermal odontodes in the most primitive bony fish Lophosteus.	The ontogenetic trajectory of a marginal jawbone of 
750	33312167	Functional Gene Expression in Shark Bay Hypersaline Microbial Mats: Adaptive Responses.	Microbial mat communities possess extensive taxonomic and functional diversity, which drive high metabolic rates and rapid cycling of major elements. Modern microbial mats occurring in hypersaline environments are considered as analogs to extinct geobiological formations dating back to ∼ 3.5 Gyr ago. Despite efforts to understand the diversity and metabolic potential of hypersaline microbial mats in Shark Bay, Western Australia, there has yet to be molecular analyses at the transcriptional level in these microbial communities. In this study, we generated metatranscriptomes for the first time from actively growing mats comparing the type of mat, as well as the influence of diel and seasonal cycles. We observed that the overall gene transcription is strongly influenced by microbial community structure and seasonality. The most transcribed genes were associated with tackling the low nutrient conditions by the uptake of fatty acids, phosphorus, iron, and nickel from the environment as well as with protective mechanisms against elevated salinity conditions and to prevent build-up of ammonium produced by nitrate reducing microorganisms. A range of pathways involved in carbon, nitrogen, and sulfur cycles were identified in mat metatranscriptomes, with anoxygenic photosynthesis and chemoautotrophy using the Arnon-Buchanan cycle inferred as major pathways involved in the carbon cycle. Furthermore, enrichment of active anaerobic pathways (e.g., sulfate reduction, methanogenesis, Wood-Ljungdahl) in smooth mats corroborates previous metagenomic studies and further advocates the potential of these communities as modern analogs of ancient microbialites.
752	33307506	The consumption of shark meat in the Amazon region and its implications for human health and the marine ecosystem.	Here, we evaluated the levels of As, Hg, Pb, and Cd in shark meat sold along the Amazon Coast of Brazil and used nitrogen stable isotope values to determine trophic position and to assess element biomagnification. From market samples, a total of 13 species were identified via molecular analysis, including those listed as endangered and vulnerable by the IUCN Red List. Arsenic was present in significantly higher concentrations than all other elements, followed by Hg, with the highest mean concentrations recorded in M. higmani (As: 19.46 ± 8.79 μg/g ww) and C. acronotus (Hg: 1.12 ± 0.68 μg/g ww). Lead and Cd were recorded at much lower levels in all species. The EWI of individual elements were above PTWI for all species when considering Hg, seven species for inorganic arsenic (iAs), and one species for Pb. The weekly consumption of 10 species should be reduced to less than 416.39 g, which is equivalent to the daily estimated fish consumption rate in the region. The mean (±SD) δ
753	33304587	Gill slits provide a window into the respiratory physiology of sharks.	Metabolically important traits, such as gill surface area and metabolic rate, underpin life histories, population dynamics and extinction risk, as they govern the availability of energy for growth, survival and reproduction. Estimating both gill surface area and metabolic rate can be challenging, especially when working with large-bodied, threatened species. Ideally, these traits, and respiratory physiology in general, could be inferred from external morphology using a faster, non-lethal method. Gill slit height is quick to measure on live organisms and is anatomically connected to the gill arch. Here, we relate gill slit height and gill surface area for five Carcharhiniform sharks. We compared both total and parabranchial gill surface area to mean and individual gill slit height in physical specimens. We also compared empirical measurements of relative gill slit height (i.e. in proportion to total length) to those estimated from field guide illustrations to examine the potential of using anatomical drawings to measure gill slit height. We find strong positive relationships between gill slit height and gill surface area at two scales: (i) for total gill surface area and mean gill slit height across species and (ii) for parabranchial gill surface area and individual gill slit height within and across species. We also find that gill slit height is a consistent proportion of the fork length of physical specimens. Consequently, relative gill slit height measured from field guide illustrations proved to be surprisingly comparable to those measured from physical specimens. While the generality of our findings needs to be evaluated across a wider range of taxonomy and ecological lifestyles, they offer the opportunity that we might only need to go to the library and measure field guide illustrations to yield a non-lethal, first-order approximation of the respiratory physiology of sharks.
754	33302089	Profile and consumption risk assessment of trace elements in megamouth sharks (Megachasma pelagios) captured from the Pacific Ocean to the east of Taiwan.	Focusing on 27 rare filter-feeding megamouth sharks (Megachasma pelagios) captured as a by-catch of drift gillnet fishery in the Pacific Ocean to the east of Taiwan, this study analyzes the concentrations of 24 elements in their muscle, discusses the bioaccumulation of each element and the correlation between different elements, and assesses the potential health risks of consuming megamouth shark muscle. Among the 24 elements, mean concentrations of Ga, Ag, Li, Bi, Hg, Co, and Cd were relatively low ranging from 10
755	33301759	Molecular characterization of kisspeptin receptors and gene expression analysis during oogenesis in the Russian sturgeon (Acipenser gueldenstaedtii).	Sturgeons belong to a subclass of fishes that derived from ray-finned fish ancestors preceding the emergence of teleosts. The Russian sturgeon (Acipenser gueldenstaedtii) is a late-maturing fish with the females reaching puberty under aquaculture conditions at 6-10 years of age. Since kisspeptin has been shown to be a key hormone involved in regulation of major reproductive processes of many vertebrate species, this study was conducted to better understand the kisspeptin receptor (KissR) in sturgeon. In this study we have cloned Russian sturgeon KissR1 from brain mRNA and observed the ontogeny of rsKissR1 mRNA expression in ovarian follicles. Multiple sequence alignment of KissR1, KissR4, and their orthologs revealed that the Russian sturgeon (rs) KissR1 sequence shares 64%-77% identity with elephant shark, coelacanth, and gar and 44-58% identity with tetrapod and teleost KissR1 sequences, while KissR4 seemed to share <65% identity to eel KissR2 and ~57% identity to Perciformes and Cypriniformes. Further rsKissR4 showed <97% identity to reed fish KissR4, <63% with Squamata (Reptiles) and gar KissR4. A phylogenetic analysis revealed that rsKissR1 is more closely related to coelacanth and gar KissR1 than teleost, while rsKissR4 was part of the KissR4 clade and shared higher similarity with Actinopterygiian sequences. We have further predicted homology models for both rsKiss receptors and performed in-silico analyses of their binding to a kiss-10 peptide. Both sturgeon and zebrafish Kiss1 and Kiss2 activated rsKissR1 via both PKC/Ca2+ and PKA/cAMP signal-transduction pathways, while rsKissR2 was found to be less effective and was not activated by stKiss peptides. Ovarian rsKissR transcript levels for 10 fishes were determined by real-time PCR and significantly increased concomitantly with oogenesis, where the highest level of expression was evident in black follicles. These data suggest that extra-neuronal expression of the kisspeptin receptor may be involved in sturgeon reproduction in a manner dependent on reproductive development.
756	33291538	Extraction and Characterization of Collagen from Elasmobranch Byproducts for Potential Biomaterial Use.	With the worldwide increase of fisheries, fish wastes have had a similar increase, alternatively they can be seen as a source of novel substances for the improvement of society's wellbeing. Elasmobranchs are a subclass fished in high amounts, with some species being mainly bycatch. They possess an endoskeleton composed mainly by cartilage, from which chondroitin sulfate is currently obtained. Their use as a viable source for extraction of type II collagen has been hypothesized with the envisaging of a biomedical application, namely in biomaterials production. In the present work, raw cartilage from shark (
757	33290706	Conservation: Goldilocks Nations for Restoring Reef Sharks.	The first baited, video-based global survey of coral reef sharks reveals widespread depletion and functional extinction from eight nations. The authors identify priority 'Goldilocks' nations with the necessary combination of governance and shark abundance to recover depleted shark populations.
758	33282548	The Italian record of the Cretaceous shark, Ptychodus latissimus Agassiz, 1835 (Chondrichthyes; Elasmobranchii).	Associated and isolated teeth of the extinct elasmobranch 
759	33264305	Pathology findings and correlation with body condition index in stranded killer whales (Orcinus orca) in the northeastern Pacific and Hawaii from 2004 to 2013.	Understanding health and mortality in killer whales (Orcinus orca) is crucial for management and conservation actions. We reviewed pathology reports from 53 animals that stranded in the eastern Pacific Ocean and Hawaii between 2004 and 2013 and used data from 35 animals that stranded from 2001 to 2017 to assess association with morphometrics, blubber thickness, body condition and cause of death. Of the 53 cases, cause of death was determined for 22 (42%) and nine additional animals demonstrated findings of significant importance for population health. Causes of calf mortalities included infectious disease, nutritional, and congenital malformations. Mortalities in sub-adults were due to trauma, malnutrition, and infectious disease and in adults due to bacterial infections, emaciation and blunt force trauma. Death related to human interaction was found in every age class. Important incidental findings included concurrent sarcocystosis and toxoplasmosis, uterine leiomyoma, vertebral periosteal proliferations, cookiecutter shark (Isistius sp.) bite wounds, excessive tooth wear and an ingested fish hook. Blubber thickness increased significantly with body length (all p < 0.001). In contrast, there was no relationship between body length and an index of body condition (BCI). BCI was higher in animals that died from trauma. This study establishes a baseline for understanding health, nutritional status and causes of mortality in stranded killer whales. Given the evidence of direct human interactions on all age classes, in order to be most successful recovery efforts should address the threat of human interactions, especially for small endangered groups of killer whales that occur in close proximity to large human populations, interact with recreational and commercial fishers and transit established shipping lanes.
760	33264078	Transforming nanobodies into high-precision tools for protein function analysis.	Single-domain antibodies, derived from camelid heavy antibodies (nanobodies) or shark variable new antigen receptors, have attracted increasing attention in recent years due to their extremely versatile nature and the opportunities they offer for downstream modification. Discovered more than three decades ago, these 120-amino acid (∼15-kDa) antibody fragments are known to bind their target with high specificity and affinity. Key features of nanobodies that make them very attractive include their single-domain nature, small size, and affordable high-level expression in prokaryotes, and their cDNAs are routinely obtained in the process of their isolation. This facilitates and stimulates new experimental approaches. Hence, it allows researchers to formulate new answers to complex biomedical questions. Through elementary PCR-based technologies and chemical modification strategies, their primary structure can be altered almost at leisure while retaining their specificity and biological activity, transforming them into highly tailored tools that meet the increasing demands of current-day biomedical research. In this review, various aspects of camelid nanobodies are expounded, including intracellular delivery in recombinant format for manipulation of, i.e., cytoplasmic targets, their derivatization to improve nanobody orientation as a capturing device, approaches to reversibly bind their target, their potential as protein-silencing devices in cells, the development of strategies to transfer nanobodies through the blood-brain barrier and their application in CAR-T experimentation. We also discuss some of their disadvantages and conclude with future prospects.
761	33262401	Fossil microbial shark tooth decay documents in situ metabolism of enameloid proteins as nutrition source in deep water environments.	Alteration of organic remains during the transition from the bio- to lithosphere is affected strongly by biotic processes of microbes influencing the potential of dead matter to become fossilized or vanish ultimately. If fossilized, bones, cartilage, and tooth dentine often display traces of bioerosion caused by destructive microbes. The causal agents, however, usually remain ambiguous. Here we present a new type of tissue alteration in fossil deep-sea shark teeth with in situ preservation of the responsible organisms embedded in a delicate filmy substance identified as extrapolymeric matter. The invading microorganisms are arranged in nest- or chain-like patterns between fluorapatite bundles of the superficial enameloid. Chemical analysis of the bacteriomorph structures indicates replacement by a phyllosilicate, which enabled in situ preservation. Our results imply that bacteria invaded the hypermineralized tissue for harvesting intra-crystalline bound organic matter, which provided nutrient supply in a nutrient depleted deep-marine environment they inhabited. We document here for the first time in situ bacteria preservation in tooth enameloid, one of the hardest mineralized tissues developed by animals. This unambiguously verifies that microbes also colonize highly mineralized dental capping tissues with only minor organic content when nutrients are scarce as in deep-marine environments.
762	33254649	Benefit-risk associated with the consumption of fish bycatch from tropical tuna fisheries.	Mercury, omega-3 (docosahexaenoic acid, DHA and eicosapentaenoic acid, EPA) and macronutrients (fat and proteins) were quantified on a wet weight (ww) basis in 20 species of fish taken as bycatch in tropical tuna fisheries. Based on a hazard quotient taking into account mercury and omega-3 contents, a benefit-risk assessment for the consumption of these pelagic species was conducted for three people categories: young children, children and adults. All fish bycatch were found to be an excellent source of proteins (min‒max = 14.4-25.2 g/100 g fillet), had low omega-6/omega-3 ratios (<1, except for silky shark), and had mercury content below the safety limits defined by sanitary agencies. Silky shark and Istiophoridae had the highest mercury contents (min‒max = 0.029-0.317 ppm ww). Omega-3 contents were the lowest in silky shark (0.2 ± 0.2 mg/100 g fillet) and the highest in striped marlin (3.6 ± 3.2 g/100 g fillet). Billfishes (Istiophoridae, including striped marlin), minor tunas (Scombridae), and Carangidae had the highest omega-3 contents (min‒max = 0.68-7.28 g/100 g fillet). The highest hazard quotient values obtained for silky shark and great barracuda reflected a lower nutritional benefit (i.e., low omega-3 source) than risk (i.e., mercury exposure), making them not advisable for consumption. Eight species had low hazard quotients, and among them cottonmouth jack and flat needlefish were found of high health interest (high protein, moderate fat contents, and low omega-6/omega-3 ratio). A daily serving portion of 85-200 g (according to people category) can be recommended for these species. Batfish, and to a lower extent pompano dolphinfish and brassy chub, can also be consumed safely and would provide greater health benefits than risks. These results advocate for a better access of these species to local populations.
763	33251592	Determining the appropriate pretreatment procedures and the utility of liver tissue for bulk stable isotope (δ<sup>13</sup> C and δ<sup>15</sup> N) studies in sharks.	Stable-isotope analysis (SIA) provides a valuable tool to address complex questions pertaining to elasmobranch ecology. Liver, a metabolically active, high turnover tissue (~166 days for 95% turnover), has the potential to reveal novel insights into recent feeding/movement behaviours of this diverse group. To date, limited work has used this tissue, but ecological application of SIA in liver requires consideration of tissue preparation techniques given the potential for high concentrations of urea and lipid that could bias δ
764	33251490	The White-Spotted Bamboo Shark Genome Reveals Chromosome Rearrangements and Fast-Evolving Immune Genes of Cartilaginous Fish.	Chondrichthyan (cartilaginous fish) occupies a key phylogenetic position and is important for investigating evolutionary processes of vertebrates. However, limited whole genomes impede our in-depth knowledge of important issues such as chromosome evolution and immunity. Here, we report the chromosome-level genome of white-spotted bamboo shark. Combing it with other shark genomes, we reconstructed 16 ancestral chromosomes of bamboo shark and illustrate a dynamic chromosome rearrangement process. We found that genes on 13 fast-evolving chromosomes can be enriched in immune-related pathways. And two chromosomes contain important genes that can be used to develop single-chain antibodies, which were shown to have high affinity to human disease markers by using enzyme-linked immunosorbent assay. We also found three bone formation-related genes were lost due to chromosome rearrangements. Our study highlights the importance of chromosome rearrangements, providing resources for understanding of cartilaginous fish diversification and potential application of single-chain antibodies.
765	33251210	New Amphiphilic Squalene Derivative Improves Metabolism of Adipocytes Differentiated From Diabetic Adipose-Derived Stem Cells and Prevents Excessive Lipogenesis.	Squalene (Sq) is a natural compound, found in various plant oils, algae, and larger quantity in deep-sea shark liver. It is also known as an intermediate of cholesterol synthesis in plants and animals including humans. Although evidences demonstrated its antioxidant, anticancer, hypolipidemic, and hepatoprotective and cardioprotective effects, its biological effects in cellular function might have been underestimated because of the water-insoluble property. To overcome this hydrophobicity, we synthesized new amphiphilic Sq derivative (HH-Sq). On the other hand, adipose-derived stem cells (ASCs) are a valuable source in regenerative medicine for its ease of accessibility and multilineage differentiation potential. Nevertheless, impaired cellular functions of ASCs derived from diabetic donor have still been debated controversially. In this study, we explored the effect of the HH-Sq in comparison to Sq on the adipocyte differentiation of ASCs obtained from subjects with type 2 diabetes. Gene expression profile by microarray analysis at 14 days of adipogenic differentiation revealed that HH-Sq induced more genes involved in intracellular signaling processes, whereas Sq activated more transmembrane receptor pathway-related genes. In addition, more important number of down-regulated and up-regulated genes by Sq and HH-Sq were not overlapped, suggesting the compounds might not only have difference in their chemical property but also potentially exert different biological effects. Both Sq and HH-Sq improved metabolism of adipocytes by enhancing genes associated with energy homeostasis and insulin sensitivity, 
766	33238094	The Twilight Zone as a Major Foraging Habitat and Mercury Source for the Great White Shark.	The twilight zone contains the largest biomass of the world's ocean. Identifying its role in the trophic supply and contaminant exposure of marine megafauna constitutes a critical challenge in the context of global change. The white shark (
767	33237911	The megamouth shark, Megachasma pelagios, is not a luminous species.	Despite its five meters length, the megamouth shark (Megachasma pelagios Taylor, Compagno & Struhsaker, 1983) is one of the rarest big sharks known in the world (117 specimens observed and documented so far). This filter-feeding shark has been assumed to be a luminous species, using its species-specific white band to produce bioluminescence as a lure trap. Another hypothesis was the use of the white band reflectivity to attract prey or for social recognition purposes. However, no histological study has ever been performed to confirm these assumptions so far. Two hypotheses about the megamouth shark's luminescence arose: firstly, the light emission may be intrinsically or extrinsically produced by specific light organs (photophores) located either on the upper jaw white band or inside the mouth; secondly, the luminous appearance might be a consequence of the reflection of prey luminescence on the white band during feeding events. Aims of the study were to test these hypotheses by highlighting the potential presence of specific photophores responsible for bioluminescence and to reveal and analyze the presence of specialized light-reflective structures in and around the mouth of the shark. By using different histological approaches (histological sections, fluorescent in situ hybridization, scanning electron microscopy) and spectrophotometry, this study allows to unravel these hypotheses and strongly supports that the megamouth shark does not emit bioluminescence, but might rather reflect the light produced by bioluminescent planktonic preys, thanks to the denticles of the white band.
768	33235202	Shape-preserving erosion controlled by the graded microarchitecture of shark tooth enameloid.	The teeth of all vertebrates predominantly comprise the same materials, but their lifespans vary widely: in stark contrast to mammals, shark teeth are functional only for weeks, rather than decades, making lifelong durability largely irrelevant. However, their diets are diverse and often mechanically demanding, and as such, their teeth should maintain a functional morphology, even in the face of extremely high and potentially damaging contact stresses. Here, we reconcile the dilemma between the need for an operative tooth geometry and the unavoidable damage inherent to feeding on hard foods, demonstrating that the tooth cusps of Port Jackson sharks, hard-shelled prey specialists, possess unusual microarchitecture that controls tooth erosion in a way that maintains functional cusp shape. The graded architecture in the enameloid provokes a location-specific damage response, combining chipping of outer enameloid and smooth wear of inner enameloid to preserve an efficient shape for grasping hard prey. Our discovery provides experimental support for the dominant theory that multi-layered tooth enameloid facilitated evolutionary diversification of shark ecologies.
769	33232650	Use of nursery areas by the extinct megatooth shark Otodus megalodon (Chondrichthyes: Lamniformes).	Nursery areas are fundamental for the success of many marine species, particularly for large, slow-growing taxa with low fecundity and high age of maturity. Here, we examine the population size-class structure of the extinct gigantic shark 
770	33231022	Pua ka wiliwili, nanahu ka manō: Understanding Sharks in Hawaiian Culture.	Kanaka Maoli (Indigenous Hawaiians) are blessed with a written literature that documents observations and relationships with their environment in the form of chants, stories, and genealogies passed down orally for centuries. These literatures connect them to their ancestral knowledge and highlight species, places, and processes of importance. Such sayings as 
771	33230841	Isotopic (δ<sup>15</sup> N) relationship of pregnant females and their embryos: Comparing placental and yolk-sac viviparous elasmobranchs.	Nitrogen stable isotopes ratios (δ
772	33227806	Ontogenetic Shifts in Brain Size and Brain Organization of the Atlantic Sharpnose Shark, Rhizoprionodon terraenovae.	Throughout an animal's life, species may occupy different environments and exhibit distinct life stages, known as ontogenetic shifts. The life histories of most sharks (class: Chondrichthyes) are characterized by these ontogenetic shifts, which can be defined by changes in habitat and diet as well as behavioral changes at the onset of sexual maturity. In addition, fishes experience indeterminate growth, whereby the brain and body grow throughout the organism's life. Despite a presupposed lifelong neurogenesis in sharks, very little work has been done on ontogenetic changes in the brain, which may be informative about functional shifts in sensory and behavioral specializations. This study quantified changes in brain-body scaling and the scaling of six major brain regions (olfactory bulbs, telencephalon, diencephalon, optic tectum, cerebellum, and medulla oblongata) throughout ontogeny in the Atlantic sharpnose shark, Rhizoprio-nodon terraenovae. As documented in other fishes, brain size increased significantly with body mass throughout ontogeny in this species, with the steepest period of growth in early life. The telencephalon, diencephalon, optic tectum, and medulla oblongata scaled with negative allometry against the rest of the brain throughout ontogeny. However, notably, the olfactory bulbs and cerebellum scaled hyperallometrically to the rest of the brain, whereby these structures enlarged disproportionately as this species matured. Changes in the relative size of the olfactory bulbs throughout ontogeny may reflect an increased reliance on olfaction at later life history stages in R. terraenovae, while changes in the relative size of the cerebellum throughout ontogeny may be indicative of the ability to capture faster prey or an increase in migratory nature as this species moves to offshore habitats, associated with the onset of sexual maturity.
773	33222156	Diet, trophic interactions and possible ecological role of commercial sharks and batoids in northern Peruvian waters.	The Peruvian sea represents one of the most productive ocean ecosystems and possesses one of the largest elasmobranch fisheries in the Pacific Ocean. Ecosystem-based management of these fisheries will require information on the trophic ecology of elasmobranchs. This study aimed to understand the diet, trophic interactions and the role of nine commercial elasmobranch species in northern Peru through the analysis of stomach contents. A total of 865 non-empty stomachs were analysed. Off northern Peru, elasmobranchs function as upper-trophic-level species consuming 78 prey items, predominantly teleosts and cephalopods. Two distinctive trophic assemblages were identified: (a) sharks (smooth hammerhead shark Sphyrna zygaena, thresher shark Alopias spp. and blue shark Prionace glauca) that feed mainly on cephalopods in the pelagic ecosystem; and (b) sharks and batoids (Chilean eagle ray Myliobatis chilensis, humpback smooth-hound Mustelus whitneyi, spotted houndshark Triakis maculata, Pacific guitarfish Pseudobatos planiceps, copper shark Carcharhinus brachyurus and school shark Galeorhinus galeus) that feed mainly on teleosts and invertebrates in the benthonic and pelagic coastal ecosystem. This study reveals for the first time the diet of T. maculata and the importance of elasmobranchs as predators of abundant and commercial species (i.e., jumbo squid Dosidicus gigas and Peruvian anchovy Engraulis ringens). The results of this study can assist in the design of an ecosystem-based management for the northern Peruvian sea and the conservation of these highly exploited, threatened or poorly understood group of predators in one of the most productive marine ecosystems.
774	33221390	3D microstructural study of selachimorph enameloid evolution.	Enameloid, the hyper-mineralized tissue covering shark teeth is a complex structure resulting from both ameloblast and odontoblast activity. The way these two types of cells interact to set up this tissue is not fully understood and results in the formation of subunits in the enameloid: the Single Crystallite Enameloid (SCE) and the Bundled Crystallite Enameloid (BCE). Using the Focused Ion Beam Nanotomography (FIB-nt), 3D images were produced to assess the relationship between the SCE and BCE of one fossil and one recent neoselachian shark teeth. 3D analysis of crystallite bundles reveals a strong connection between the crystallites forming the SCE and those forming the bundles of the Radial Bundle Enameloid (RBE), a component of the BCE, although it has been suggested that SCE and BCE have a different origin: epithelial for the SCE and mesenchymal for the BCE. Another significant result of the use of FIB-nt is the visualization of frequent branching among the radial bundles forming the RBE, including horizontal link between adjacent bundles. FIB-nt demonstrates therefore a strong potential to decipher the complex evolution of hyper-mineralised tissue in shark teeth, and, therefore, to better understand the evolution of tooth structure among basal Gnathostomes.
776	33219511	Escaped bait: Bull shark Carcharhinus leucas with an intentionally attached harness rig.	A 193 cm total length female bull shark Carcharhinus leucas was captured in Florida bearing intentionally attached materials which resembled a harness. Harness-type live bait rigs are commonly used for small baitfish; some anglers use such devices with small sharks when targeting large sharks and bony fish. Biofouling on the apparatus and the extent of the injuries indicated the material had likely been on the shark for several years. This case highlights the dangers of using these types of devices on juveniles of long-lived species that attain a large body size.
777	33214712	Author Correction: Elephant shark genome provides unique insights into gnathostome evolution.	An amendment to this paper has been published and can be accessed via a link at the top of the paper.
778	33206373	Regulate or tolerate: Thermal strategy of a coral reef flat resident, the epaulette shark, Hemiscyllium ocellatum.	Highly variable thermal environments, such as coral reef flats, are challenging for marine ectotherms and are thought to invoke the use of behavioural strategies to avoid extreme temperatures and seek out thermal environments close to their preferred temperatures. Common to coral reef flats, the epaulette shark (Hemiscyllium ocellatum) possesses physiological adaptations to hypoxic and hypercapnic conditions, such as those experienced on reef flats, but little is known regarding the thermal strategies used by these sharks. We investigated whether H. ocellatum uses behavioural thermoregulation (i.e., movement to occupy thermally favourable microhabitats) or tolerates the broad range of temperatures experienced on the reef flat. Using an automated shuttlebox system, we determined the preferred temperature of H. ocellatum under controlled laboratory conditions and then compared this preferred temperature to 6 months of in situ environmental and body temperatures of individual H. ocellatum across the Heron Island reef flat. The preferred temperature of H. ocellatum under controlled conditions was 20.7 ± 1.5°C, but the body temperatures of individual H. ocellatum on the Heron Island reef flat mirrored environmental temperatures regardless of season or month. Despite substantial temporal variation in temperature on the Heron Island reef flat (15-34°C during 2017), there was a lack of spatial variation in temperature across the reef flat between sites or microhabitats. This limited spatial variation in temperature creates a low-quality thermal habitat limiting the ability of H. ocellatum to behaviourally thermoregulate. Behavioural thermoregulation is assumed in many shark species, but it appears that H. ocellatum may utilize other physiological strategies to cope with extreme temperature fluctuations on coral reef flats. While H. ocellatum appears to be able to tolerate acute exposure to temperatures well outside of their preferred temperature, it is unclear how this, and other, species will cope as temperatures continue to rise and approach their critical thermal limits. Understanding how species will respond to continued warming and the strategies they may use will be key to predicting future populations and assemblages.
779	33204458	Centre-of-mass and minimal speed limits of the great hammerhead.	The great hammerhead is denser than water, and hence relies on hydrodynamic lift to compensate for its lack of buoyancy, and on hydrodynamic moment to compensate for a possible misalignment between centres of mass and buoyancy. Because hydrodynamic forces scale with the swimming speed squared, whereas buoyancy and gravity are independent of it, there is a critical speed below which the shark cannot generate enough lift to counteract gravity, and there are anterior and posterior centre-of-mass limits beyond which the shark cannot generate enough pitching moment to counteract the buoyancy-gravity couple. The speed and centre-of-mass limits were found from numerous wind-tunnel experiments on a scaled model of the shark. In particular, it was shown that the margin between the anterior and posterior centre-of-mass limits is a few tenths of the product between the length of the shark and the ratio between its weight in and out of water; a diminutive 1% body length. The paper presents the wind-tunnel experiments, and discusses the roles that the cephalofoil and the pectoral and caudal fins play in longitudinal balance of a shark.
780	33203942	A symmoriiform from the Late Devonian of Morocco demonstrates a derived jaw function in ancient chondrichthyans.	The Palaeozoic record of chondrichthyans (sharks, rays, chimaeras, extinct relatives) and thus our knowledge of their anatomy and functional morphology is poor because of their predominantly cartilaginous skeletons. Here, we report a previously undescribed symmoriiform shark, Ferromirum oukherbouchi, from the Late Devonian of the Anti-Atlas. Computed tomography scanning reveals the undeformed shape of the jaws and hyoid arch, which are of a kind often used to represent primitive conditions for jawed vertebrates. Of critical importance, these closely fitting cartilages preclude the repeatedly hypothesized presence of a complete gill between mandibular and hyoid arches. We show that the jaw articulation is specialized and drives mandibular rotation outward when the mouth opens, and inward upon closure. The resultant eversion and inversion of the lower dentition presents a greater number of teeth to prey through the bite-cycle. This suggests an increased functional and ecomorphological disparity among chondrichthyans preceding and surviving the end-Devonian extinctions.
781	33199809	The power struggle: assessing interacting global change stressors via experimental studies on sharks.	Ocean warming and acidification act concurrently on marine ectotherms with the potential for detrimental, synergistic effects; yet, effects of these stressors remain understudied in large predatory fishes, including sharks. We tested for behavioural and physiological responses of blacktip reef shark (Carcharhinus melanopterus) neonates to climate change relevant changes in temperature (28 and 31 °C) and carbon dioxide partial pressures (pCO
784	33194442	The current knowledge gap on metallothionein mediated metal-detoxification in Elasmobranchs.	Elasmobranchs are particularly vulnerable to environmental contamination, especially pollutants that may bioaccumulate and biomagnify, throughout the trophic web, such as metals. However, Elasmobranch management and conservation plans are challenging, and this group is often neglected regarding ecotoxicological analyses, particularly concerning metal detoxification mechanisms. This article discusses metallothionein (MT) mediated metal detoxification in Elasmobranchs and reflects on the current knowledge gap in this regard.
785	33189779	Conserved keratin gene clusters in ancient fish: An evolutionary seed for terrestrial adaptation.	Type I and type II keratins are subgroups of intermediate filament proteins that provide toughness to the epidermis and protect it from water loss. In terrestrial vertebrates, the keratin genes form two major clusters, clusters 1 and 2, each of which is dominated by type I and II keratin genes. By contrast, such clusters are not observed in teleost fish. Although the diversification of keratins is believed to have made a substantial contribution to terrestrial adaptation, its evolutionary process has not been clarified. Here, we performed a comprehensive genomic survey of the keratin genes of a broad range of vertebrates. As a result, we found that ancient fish lineages such as elephant shark, reedfish, spotted gar, and coelacanth share both keratin gene clusters. We also discovered an expansion of keratin genes that form a novel subcluster in reedfish. Syntenic and phylogenetic analyses revealed that two pairs of krt18/krt8 keratin genes were shared among all vertebrates, thus implying that they encode ancestral type I and II keratin protein sets. We further revealed that distinct keratin gene subclusters, which show specific expressions in the epidermis of adult amphibians, stemmed from canonical keratin genes in non-terrestrial ancestors. Molecular evolutionary analyses suggested that the selective constraints were relaxed in the adult epidermal subclusters of amphibians as well as the novel subcluster of reedfish. The results of the present study represent the process of diversification of keratins through a series of gene duplications that could have facilitated the terrestrial adaptation of vertebrates.
